product_title,product_price,product_star_rating,product_num_ratings,ranks,country
"Microsoft 365 Famille - Office 365 apps - jusqu’à 6 utilisateurs - 15 Mois + NORTON 360 Deluxe - PC/MAC, tablette et smartpho","79,99 €",4.2,402,1,FR
Microsoft Office Famille et Étudiant 2021 | Achat définitif | 1 PC ou MAC | Téléchargement,"99,99 €",3.6,706,2,FR
"Microsoft 365 Famille - Office 365 apps - jusqu’à 6 utilisateurs - 15 Mois + McAfee Total Protection - 12 mois - PC/MAC, tabl","79,99 €",4.5,341,3,FR
"Microsoft 365 Personnel | 12 mois avec renouvellement automatique | 1 utilisateur |Word, Excel, PowerPoint | 1 To de Stockage","61,99 €",3.6,706,4,FR
Norton 360 Premium 2025 |10 Appareils | 12 mois | Téléchargement,"17,49 €",4.1,1273,5,FR
Bitdefender Total Security 2025 | 5 appareils | 1 an | PC/Mac/Smartphone,"24,99 €",4.6,516,6,FR
"Microsoft 365 Famille | 12 mois avec renouvellement automatique | Jusqu'à 6 utilisateurs |Word, Excel, PowerPoint | Jusqu'à 6","75,99 €",3.6,706,7,FR
Microsoft 365 Personnel - Office 365 apps - PC/Mac/Tablet and Phone - 12+3 Mois + McAfee Total Protection - 6 appareils - 1 A,"62,99 €",3.7,218,8,FR
"McAfee Total Protection 1 appareil 2025 |12 mois|VPN sécurisé, logiciel de sécurité avec antivirus,gestionnaire de mots de pa","9,99 €",4.2,2895,9,FR
Bitdefender Antivirus Plus 2025 | 1 Appareil | 2 Ans | PC | Code d’activation par email | Renouvellement Automatique,"26,99 €",4.2,190,10,FR
Norton 360 Standard 2025 |1 Appareil | 12 mois |Téléchargement,"7,90 €",3.6,395,11,FR
Microsoft Windows 11 Famille | 11 64-bit | Français | USB,"124,17 €",3.6,107,12,FR
Kaspersky Plus Internet Security 2025 | 3 appareils | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots ,"29,99 €",4.3,394,13,FR
Bitdefender Total Security 2025 | 5 Appareils | 1 An | PC/Mac/iOS/Android | Code d’activation par email | Renouvellement Auto,"28,99 €",4.2,590,14,FR
Bitdefender Total Security 2025 | 5 Appareils | 2 Ans | PC/Mac/iOS/Android | Code d’activation par email | Renouvellement Aut,"54,99 €",4.2,590,15,FR
Bitdefender Total Security 2025 | 10 appareils | 2 ans | PC/Mac/Smartphone,"58,32 €",4.7,1228,16,FR
Microsoft 365 Personnel - Téléchargement - PC ou Mac - 1 personne - 15 Mois + NORTON 360 Standard - 15 Mois - PC/Mac - Code d,"62,99 €",3.8,142,17,FR
Bitdefender Antivirus Plus 2025 | 3 appareils | 2 Ans | PC | Code d'activation envoyé par la poste,"24,99 €",4.4,330,18,FR
"McAfee Total Protection 5 appareils 2025 | 2 ans | VPN sécurisé, logiciel de sécurité avec antivirus, gestionnaire de mots de","29,99 €",4.3,103,19,FR
Microsoft Office Famille 2024 | Code d'activation - envoi par email,"149,99 €",3.6,706,20,FR
"NordVPN Basique, 10 Appareils, 1 An, Logiciel VPN Premium, Code Numérique","36,74 €",4,153,21,FR
Bitdefender Total Security 2025 | 10 Appareils | 2 Ans | PC/Mac/iOS/Android | Code d’activation par email | Renouvellement Au,"61,99 €",4.2,792,22,FR
Bitdefender Internet Security 2025 | 1 Appareil | 1 An | PC | Code d’activation par email | Renouvellement Automatique,"21,99 €",3.9,122,23,FR
Kaspersky Plus Internet Security 2025 | 1 appareil | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots d,"22,40 €",4.5,489,24,FR
"McAfee Total Protection 3 appareils 2025 |12 mois |VPN sécurisé, logiciel de sécurité avec antivirus, gestionnaire de mots de","14,99 €",4.2,2895,25,FR
Norton 360 Deluxe 2025 |5 appareils | 12 mois |Téléchargement,"21,58 €",3.9,1394,26,FR
Kaspersky Standard Anti-Virus 2025 | 1 appareil | 1 an | Sécurité Avancée | Protection bancaire | Optimisation des performanc,"17,99 €",4.2,577,27,FR
Nero Video Maker 2025 | L'original | logiciel de montage vidéo et photo | couper des vidéos | licence perpétuelle | Windows 1,"49,95 €",2.9,81,28,FR
"McAfee Total Protection 3 appareils 2025 | 15 mois |VPN sécurisé, logiciel de sécurité avec antivirus, gestionnaire de mots d","19,99 €",4.2,381,29,FR
Bitdefender Internet Security 2025 | 1 Appareils | 2 Ans | PC | Code d’activation par email | Renouvellement Automatique,"31,99 €",3.9,122,30,FR
Bitdefender Total Security 2025 | 3 Appareils | 1 An | PC/Mac/iOS/Android | Code d’activation par email | Renouvellement Auto,"28,99 €",4.1,134,31,FR
Bitdefender Internet Security 2025 | 5 Appareils | 2 Ans | PC | Code d’activation par email | Renouvellement Automatique,"45,99 €",4.3,326,32,FR
McAfee Antivirus 2025 |12 Mois | Protection en temps réel des ordinateurs contre les menaces émergentes et en constante évolu,"9,95 €",4.1,175,33,FR
Norton 360 Deluxe 2025 |3 Appareils | 12 mois | Téléchargement,"26,68 €",4,1287,34,FR
McAfee Internet Security 1 appareils 2025 | 12 mois | Protection en temps réel des ordinateurs contre les menaces émergentes ,"7,89 €",4,935,35,FR
Norton 360 Advanced 2025 | 10 appareils | 12 Mois | Téléchargement,"35,99 €",3.8,78,36,FR
Abonnement iFIT | Train 1 an | PC/Mac/Mobile | Code d'activation - envoi par email,"144,00 €",3.2,80,37,FR
Bitdefender Internet Security 2025 | 1 appareil | 1 An | PC,"16,66 €",4.4,192,38,FR
Adobe Creative Cloud 20GB: Photoshop & Lightroom|1 an|PC/Mac|Téléchargement,"129,90 €",3.8,347,39,FR
Kaspersky Premium Total Security 2025 | 5 appareils | 2 ans | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots,"74,99 €",4.5,674,40,FR
"McAfee Total Protection 5 appareils 2025 | 15 mois |VPN sécurisé, logiciel de sécurité avec antivirus, gestionnaire de mots d","17,99 €",4.2,381,41,FR
GIMP l'éditeur de photos 2025 est un logiciel de retouche d'images professionnel premium sur CD compatible avec Windows 11 10,"16,66 €",3.7,155,42,FR
Kaspersky Standard Anti-Virus 2025 |3 appareils | 1 an | Sécurité Avancée | Protection bancaire | Optimisation des performanc,"24,99 €",4.3,188,43,FR
Kaspersky Premium Total Security 2025 | 10 appareils | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots,"49,99 €",4.6,30,44,FR
Bitdefender Antivirus Plus 2025 | 3 Appareils | 2 Ans| PC | Code d’activation par email | Renouvellement Automatique,"31,66 €",4.2,207,45,FR
MAGIX Video easy 6 HD [Téléchargement],"49,99 €",3.7,115,46,FR
"Bitdefender Total Security, mise à jour possible vers la dernière version| 3 appareils | 1 An | PC/MAC/smartphone","29,16 €",4.6,362,47,FR
Kaspersky Standard Anti-Virus 2025 | 1 appareil | 2 ans | Sécurité Avancée | Protection bancaire | Optimisation des performan,"34,99 €",4.2,577,48,FR
"McAfee Total Protection 10 appareils 2025 | 15 mois | VPN sécurisé, logiciel de sécurité avec antivirus, gestionnaire de mots","19,99 €",4.2,381,49,FR
Adobe Photoshop 2025 & Premiere Elements 2025 |Licence 3 ans| 1 appareil |1 Usager|PC/Mac|Téléchargement | Standard | Créez d,"125,19 €",3.2,5,50,FR
Kaspersky Premium Total Security 2025 | 20 appareils | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots,"62,99 €",5,3,51,FR
Antidote+ Personnel - Antidote 12 + Web + Mobile – Licence annuelle – PC/Mac,"49,99 €",5,6,52,FR
Kaspersky Premium Total Security 2025 | 5 appareils | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots ,"36,99 €",4.5,674,53,FR
Bitdefender Internet Security 2025 | 5 appareils | 2 Ans | PC,"38,32 €",4.6,427,54,FR
eXpert PDF 10 Converter [Téléchargement],"29,99 €",1.8,6,55,FR
"Microsoft 365 Business Standard​ | Office 365 apps | 1 personne | 1 an ​| PC/MAC, tablette et smartphone | Box","149,00 €",2.1,4,56,FR
Bitdefender Total Security 2025 | 10 Appareils | 1 An | PC/Mac/iOS/Android | Code d’activation par email | Renouvellement Aut,"49,00 €",4.2,792,57,FR
"Systweak Antivirus et Systweak VPN pour Windows 1 PC, 1 an | Protection en temps réel | Navigation privée | Pare-feu | Sécuri","19,00 €",3.6,3,58,FR
"NordVPN Premium, 1 An, Pack VPN & Logiciel de Cybersécurité, Code Numérique","57,74 €",4,153,59,FR
Norton™ 360 Deluxe 2025 |5 Appareils |12 Mois|Envoi par la poste,"16,67 €",3.9,1394,60,FR
Bitdefender Premium VPN 2024 | 10 appareils | 1 An | PC/Mac/Smartphone | Code d’activation par email,"34,99 €",4.4,61,61,FR
Kaspersky Premium Total Security 2025 | 3 appareils | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots ,"32,99 €",4.5,493,62,FR
"NordVPN Standard, 10 Appareils, 1 an, VPN & Cybersécurité, Code Numérique","52,99 €",4,153,63,FR
Kaspersky Standard Anti-Virus 2025 | 3 appareils | 2 ans | Sécurité Avancée | Protection bancaire | Optimisation des performa,"46,99 €",4.3,188,64,FR
D-S Systems Clé d’Installation Compatible Avec macOS 10.12 Sierra USB OS X (Clé) d'installation Amorçable Récupération Bootab,"15,79 €",4.4,63,65,FR
Kaspersky Plus Internet Security 2025 | 5 appareils | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots ,"35,00 €",4.5,146,66,FR
Kaspersky Standard 1 Poste/1 An,"19,90 €",4.9,14,67,FR
McAfee Internet Security 10 appareils 2025 | 12 mois | Protection en temps réel des ordinateurs contre les menaces émergentes,"12,89 €",4,935,68,FR
"McAfee Total Protection 10 appareils 2025 |12 mois | VPN sécurisé, logiciel de sécurité avec antivirus, gestionnaire de mots ","29,99 €",2.5,15,69,FR
Kaspersky Plus 3 Postes/1 An,"32,90 €",4.5,33,70,FR
D-S Systems Clé d’Installation Compatible avec Mac OS X El Capitan 10.11 USB (Clé) d'installation Amorçable Récupération Boot,"15,79 €",4.7,231,71,FR
Avast Premium Security 2025 | 10 appareils |Antivirus| 1 An | Code d'activation envoi par email,"12,95 €",4.3,161,72,FR
Kaspersky VPN Secure Connection | 5 Appareils | 1 Compte Utilisateur | Abonnement Mensuel | Windows/Mac/Android/iOS | Code d’,"2,71 €",3.4,41,73,FR
F-Secure Total | 7 Appareils | Abonnements Amazon | Téléchargement,"3,99 €",,,74,FR
Kaspersky Plus 1 Poste/1 An,"24,90 €",4.4,24,75,FR
Norton Antivirus Plus 2025| 1 Appareil |12 mois | PC/Mac| Téléchargement,"7,80 €",3.9,229,76,FR
AVG Ultimate 2025 | 10 appareils |Antivirus| 1 An | Code d'activation envoi par email,"24,99 €",4.2,48,77,FR
"Microsoft 365 Personnel, Office 365 apps, 1 personne, 1 an, PC/MAC, tablette et smartphone, Box","63,07 €",4.1,110,78,FR
ESET NOD32 Antivirus 2025 | 1 appareil | 1 an | Antivirus pour Ordinateur - Protection multicouche - Anti-hammeçonnage | Wind,"29,99 €",4,16,79,FR
Adobe Photoshop 2025 & Premiere Elements 2025 │Student & Teacher Edition │ Licence 3 ans │ 1 appareil │1 Usager│PC/Mac│Téléch,"90,75 €",5,1,80,FR
"OfficeSuite Home & Business – Licence à vie – Documents, Sheets, Slides, PDF, Mail & Calendar pour 1 PC Windows","99,99 €",4.1,51,81,FR
Avast Driver Updater 2025 | 1 appareil | 1 An | Code d'activation envoi par email,"13,99 €",4.3,161,82,FR
"Office Suite 2025 sur CD compatible avec Microsoft Office 2024, 365, 2021, 2019, 2016, 2013, 2010, 2007 Word Excel PowerPoint","19,99 €",3.8,293,83,FR
Avast Premium Security 2025 | 1 appareil |Antivirus| 1 An | Code d'activation envoi par email,"13,99 €",4.3,161,84,FR
Bitdefender Antivirus Plus 2025 | 1 Appareil | 1 An | PC | Code d’activation par email | Renouvellement Automatique,"16,99 €",4.2,190,85,FR
Comptes et Budget : Remplace MS Money [A télécharger],"22,00 €",3.2,42,86,FR
Kaspersky Premium 5 Postes /1 An,"42,85 €",4.6,23,87,FR
Kaspersky Internet Security for Android 2023 | 1 Appareil | 1 An | Android | Code d’activation – envoi par email,"6,90 €",3.6,43,88,FR
Nero Burn Express 5 - Graver | Copier | Ripper | Convertir | Sauvegarder,"29,95 €",3.9,3,89,FR
Adobe Lightroom incl. Lightroom Classic 1 TO | fonctionnalités IA | 1 an |PC/Mac |Téléchargement,"119,28 €",3.8,347,90,FR
Avast One Gold Individuel 2025 | 5 appareils |Antivirus| 1 An | Code d'activation envoi par email,"29,99 €",2.4,19,91,FR
Kaspersky Standard 3 Postes/1 An,"25,90 €",4.3,16,92,FR
MAGIX Movie Studio 2025 Platinum - Montage vidéo pour tous | logiciel de montage vidéo | logiciel de montage vidéo | pour Win,"39,99 €",3.2,64,93,FR
Kaspersky Plus Internet Security 2025 | 10 appareils | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots,"45,99 €",5,4,94,FR
Adobe Creative Cloud 1TB:Photoshop&Lightroom | 1 an | PC/Mac | Téléchargement,"238,68 €",3.8,347,95,FR
D-S Systems Clé d’Installation Compatible avec macOS 10.13 High Sierra USB OS X (Clé) d'installation Amorçable Récupération B,"18,95 €",4.6,94,96,FR
Norton 360 Deluxe 2025| 3 Appareils | 1 An avec Renouvellement Automatique | Téléchargement,"15,39 €",4,4,97,FR
Avast Ultimate 2025 | 1 appareil | Antivirus| 1 An | Code d'activation envoi par email,"39,99 €",4.3,161,98,FR
Mullvad VPN - VPN Logiciel 12 Mois pour 5 Appareils - Protégez Vie Privée avec un Serveur VPN de Sécurité Facile à Utiliser,"58,38 €",4.7,957,99,FR
"Microsoft 365 Business Standard​ | Office 365 apps | 1 personne | 1 an ​| PC/MAC, tablette et smartphone | Téléchargement","149,99 €",2.4,36,100,FR
"WISO Steuer 2025 (für Steuerjahr 2024) Für Windows, Mac, Smartphones und Tablets | Digitaler Download",€23.99,4.7,,1,DE
tax 2025 (für Steuerjahr 2024) | Digitaler Download,€14.99,4.2,,2,DE
"WISO Steuer 2025 (für Steuerjahr 2024) | Für Windows, Mac, Smartphones und Tablets | Standardverpackung",€23.66,4.7,,3,DE
"WISO Steuer 2024 (für Steuerjahr 2023) Für Windows, Mac, Smartphones und Tablets | Aktivierungscode per Email",€23.99,4.7,,4,DE
"Microsoft 365 Family (incl. Microsoft Defender) | 6 users | Multiple PCs/Macs, tablets and mobile devices | 1 year subscripti",€85.99,4.4,,5,DE
QuickSteuer 2025 (für Steuerjahr 2024) Private und gewerbliche Steuererklärung PC Aktivierungscode per Email,€14.99,4.2,,6,DE
"WISO Steuer 2025 (für Steuerjahr 2024) Für Windows, Mac, Smartphones und Tablets | Digitaler Download | Amazon Exklusiv",€23.99,4.7,,7,DE
"WISO Steuer 2025 (für Steuerjahr 2024)|Für Windows, Mac, Smartphones und Tablets|frustfreie Verpackung | Amazon Exklusiv",€20.16,4.7,,8,DE
Microsoft Office Home 2024 | Aktivierungscode per E-Mail,€129.00,4.4,,9,DE
"TAXMAN 2025 (für Steuerjahr 2024)Download Steuererklärungs-Software für Arbeitnehmer, Rentner u. Pensionäre, Familien, Studen",€27.99,4.4,,10,DE
"Microsoft 365 Single (including Microsoft Defender) | 1 User | Multiple PCs/Macs, Tablets and Mobile Devices | 1 Year Subscri",€69.99,4.4,,11,DE
"Microsoft 365 Family 12+3 Months | 6 Users | Multiple PCs/Macs, Tablets & Mobile Devices | Download Code + NORTON 360 Deluxe ",€77.99,4.4,,12,DE
"Microsoft 365 Family 12+3 months subscription | 6 users | Multiple PCs/Macs, Tablets/mobile devices | Download Code + McAfee ",€77.99,4.4,,13,DE
ALDI STEUER 2022 für Steuererklärung 2022 am PC. ELSTER Klare Strukturiert Steuerprogramm Download Code Inklusive. Neu und OV,€12.60,4.2,,14,DE
Norton 360 | Premium + Utilities Ultimate | 10 Device | 1 User | 1 Year | Activation Code by Email,€33.66,4.2,,15,DE
"STEUERTIPPS SteuerSparErklärung 2025 (für das Steuerjahr 2024), Für Windows/Mac, Aktivierungscode per Email",€21.99,4.2,,16,DE
"Norton 360 Deluxe 2023 | 3 devices | Antivirus | Unlimited Secure VPN & Password Manager | 1 year | PC, Mac or mobile device ",€16.92,4.1,6082,17,DE
Tax 2025 DVD Box (für Steuerjahr 2024),€15.54,4.6,,18,DE
Norton 360 Premium 2023 | 10 Devices | Antivirus | Unlimited Secure VPN & Password Manager | 1 Year | PC/Mac/Android/iOS | Ac,€19.49,4.2,,19,DE
Norton 360 Deluxe inkl. Utilities Ultimate 2025 | 5 Geräte | 1 Jahr | Aktivierungscode per Email,€18.99,4.2,,20,DE
"Microsoft 365 Single 12+3 Month Subscription | 1 User | Multiple PCs/Macs, Tablets and Mobile Devices | Download Code + McAfe",€62.99,4.4,,21,DE
"Microsoft 365 Single | 12 Monats-Abo mit automatischer Verlängerung, 1 Nutzer | Word, Excel, PowerPoint | 1TB OneDrive Clouds",€60.99,4.4,,22,DE
"WISO Tax 2023 (tax year 2022) Tax Saving Book, Mac, Start and Plus, for Browsers, Windows, Mac, Smartphones and Tablets. Acti",€26.49,4.7,,23,DE
"McAfee Total Protection 2023 | 1 device | Anti-virus and Internet security software | incl. VPN, password manager and dark we",€11.49,4.1,,24,DE
McAfee Total Protection 2023 | Amazon Exclusive | 5 Devices | Virus Protection & Internet Security Software | VPN Password Ma,€14.99,4.2,,25,DE
Norton 360 Standard 2023 | 1 Device | Antivirus | Unlimited Secure VPN & Password Manager | 1 Year | PC/Mac/Android/iOS | Act,€11.99,4.1,,26,DE
"Microsoft 365 Single 12+3 Months | 1 User | Multiple PCs/Macs, Tablets and Mobile Devices | Download Code + Norton 360 Standa",€62.99,4.4,,27,DE
Norton 360 Deluxe 2023 | 5 devices | Antivirus | Unlimited Secure VPN | 1 year | Password Manager | PC/Mac/Android/iOS | Acti,€18.99,4.2,,28,DE
Avira Prime | 5 Geräte | Antivirus & Security | 1 Jahr | Aktivierungscode per Email,€34.99,3.9,,29,DE
SteuerSparErklärung 2025 - für das Steuerjahr 2024 (für Win und Mac) (Code in a Box),€15.11,4.2,,30,DE
Microsoft Office 2021 | Home & Student | 1 Device | 1 User | PC/Mac | Activation Code by Email,€99.99,4.4,,31,DE
"McAfee Total Protection (5 Geräte) 2025 | 2 Jahre | Secure VPN, Sicherheitssoftware mit Virenschutz,Kennwort-Manager, Identit",€24.99,4.4,,32,DE
"Microsoft 365 Family | 12 Monats-Abo mit automatischer Verlängerung, bis zu 6 Nutzer | Word, Excel, PowerPoint | bis zu 6 TB ",€72.99,4.4,,33,DE
"BILD Steuer 2025, Geld-zurück-Steuersoftware für die Steuererklärung 2024 | Windows-Version | Aktivierungscode per Email",€13.99,3.9,,34,DE
Aldi Steuer 2024 für die Steuererklärung 2024 am PC. ELSTER Klar Strukturiert Steuerprogramm per CD-Rom oder Download,€15.95,4.4,,35,DE
Bitdefender Total Security 2022 - 5 Devices | 2 Year Subscription | PC/Mac | Activation Code by Post,€99.07,4.6,,36,DE
Kaspersky Premium Total Security 2025 | 10 Geräte | 1 Jahr | Anti-Phishing und Firewall | Unbegrenzter VPN | Passwort-Manager,€51.13,4.7,,37,DE
Bitdefender Total Security 2022 - 5 Devices | 1 Year Subscription | PC/Mac | Activation Code by Post,€68.65,4.5,,38,DE
Microsoft Windows 11 Pro | 1 Device | 1 User | PC Activation Code by Email,€159.70,3.9,,39,DE
"G DATA Internet Security 3 for 1 Special Version | 3 Devices - 1 Year | Antivirus Program with Parental Control | PC, Mac, An",€24.82,4.5,,40,DE
Lidl Steuer 2025 für Steuererklärung 2024 ELSTER Nachfolger von 2024! Neu ! Download!,€10.92,4.7,,41,DE
Kaspersky Anti-Virus 2022 | 1 Device | 1 Year | Windows | Activation Code by Email,€25.45,4.3,,42,DE
Tax 2024 (für Steuerjahr 2023) [PC Aktivierungscode per Email],€13.99,4.6,,43,DE
WISO tax start 2022 (for tax year 2021|PC activation code via email),€17.99,4.6,,44,DE
"WISO Tax 2024 (for tax year 2023), for Windows, Mac, smartphones and tablets, standard packaging",€23.60,4.7,,45,DE
"Adobe Creative Cloud 20GB Photo Subscription: Photoshop and Lightroom, 1 Year Licence, PC/Mac Online Code & Download",€140.00,4.4,,46,DE
"Steuer 2024 für die Steuererklärung 2024 am PC. ELSTER Steuerprogramm Download + Code ""keine CD""",€16.90,3.9,,47,DE
Microsoft Windows 11 Home | 1 Device | 1 User | PC Activation Code by Email,€125.29,3.9,,48,DE
Norton 360 Deluxe 2022 | 3 devices | Antivirus | Unlimited Secure VPN and Password Manager | 1 year | PC/Mac/Android/iOS | Ac,€17.99,4.1,,49,DE
"TAXMAN 2025 (für Steuerjahr 2024) | Minibox| Steuererklärungs-Software für Arbeitnehmer, Rentner u. Pensionäre, Familien, Stu",€27.72,4.4,,50,DE
Kaspersky Internet Security 2022 | 1 device | 1 year | PC/Mac/Mobile | Activation code via email,€54.99,4.5,2944,51,DE
"STEUEReasy 2025, clevere Schritt-für-Schritt Steuersoftware für die Steuererklärung 2024 | Windows-Version",€13.99,4.1,,52,DE
Tax 2025 DVD Box (für Steuerjahr 2024)|frustfreie Verpackung,€16.25,4.7,,53,DE
McAfee Total Protection 2023 | Amazon Exclusive | 3 Devices | Virus Protection & Internet Security Software | VPN Password Ma,€19.99,4.2,,54,DE
QuickSteuer Deluxe 2025 (für Steuerjahr 2024)|Private und gewerbliche Steuererklärung | PC Aktivierungscode per Email,€32.90,4.2,,55,DE
Kaspersky Internet Security 2022 | 10 Devices - 1 Year | PC/Mac/Mobile | Activation Code by Email,€46.09,4.4,,56,DE
QuickSteuer 2025 (für Steuerjahr 2024) | Minibox | Private und gewerbliche Steuererklärung,€30.70,4.2,,57,DE
BILD-Steuer 2025 für das Steuerjahr 2024 (Aktivierungscode per Post),€11.76,3.6,,58,DE
"Norton 360 Deluxe 2025, 2+1 Edition, Antivirus, Unlimited Secure VPN, Password Manager | 3 Geräte | 1 Jahr | PC/Mac/Android |",€14.99,4.1,,59,DE
"NordVPN Standard, 10 Geräte, 1 Jahr, VPN & Cybersicherheit, Digitaler Code",€44.98,4.1,,60,DE
"McAfee Total Protection 2023 | 5 devices | Anti-virus and Internet security software | incl. VPN, password manager | 1-year s",€14.99,4.1,,61,DE
Kaspersky Internet Security 2022 | 3 devices | 1 year | Windows/Mac/Android | Activation code in standard packaging,€24.90,4.6,,62,DE
Norton 360 Advanced | 10 Devices | Subscription for 1 Year | Identity Protection Functions and Support | PC/Mac/Android/iOS |,€35.99,4.2,,63,DE
"McAfee Total Protection 2023 | 10 devices | Anti-virus and Internet security software | incl. VPN, password manager, parental",€15.29,4.1,,64,DE
Mullvad VPN | VPN 12 Monate für 5 Geräte | Mehr Datenschutz mit einer intuitiven VPN-Software,€58.00,4.8,,65,DE
Norton 360 Standard 2023 | 1 device | Antivirus | Unlimited Secure VPN & Password Manager | 1 year | PC/Mac/Android/iOS | Act,€11.49,4.1,,66,DE
McAfee Total Protection 2023 | Amazon Exclusive | 10 Devices | Virus Protection & Internet Security Software | VPN Password M,€19.49,4.2,,67,DE
Norton 360 Premium 2023 | 10 devices | Antivirus | Unlimited Secure VPN & Password Manager | 1 year | PC/Mac/Android/iOS | Ac,€21.84,4.2,,68,DE
Bitdefender Total Security Multi Device 2024| 5 Device | 1 Year | PC/Mac | Email Activation Code,€44.99,4.5,,69,DE
Kaspersky Total Security 2022 | 3 Devices | 1 Year | PC/Mac/Mobile | Activation Code by Email,€59.45,4.6,,70,DE
"McAfee Total Protection (5 Gerät) 2025 | 12 Monate| Secure VPN, Sicherheitssoftware mit Virenschutz, Kennwort-Manager, Identi",€15.12,4.1,,71,DE
Kaspersky Internet Security for Android 2022 | 1 Device | 1 Year | Android | Activation Code by Email,€10.95,4.2,1327,72,DE
Mullvad VPN | VPN 6 Monate für 5 Geräte | Mehr Datenschutz mit einer intuitiven VPN-Software,€30.00,4.8,,73,DE
Bitdefender Antivirus Plus 2023 | 3 Gerät | 1 Jahr | PC | PC Aktivierungscode per Email,€21.99,4,,74,DE
McAfee Internet Security 2022 | 1 Device | Virus Protection & Internet Security Software | Windows/Mac/Android/iOS | 1 Year S,€9.99,4.1,,75,DE
Norton 360 Deluxe 2022 | 3 Devices 2+1 | 1 User | 1 Year | PC/Mac/Mobile | Activation Code by Email,€17.99,4.1,,76,DE
Tax 2025 Professional (für Steuerjahr 2024|100 Abgaben|Standardverpackung,€31.92,4.4,,77,DE
Kaspersky Total Security 2022 | 5 Devices | 1 Year | PC/Mac/Mobile | Activation Code by Email,€45.78,4.6,,78,DE
Bitdefender Total Security 3 Geräte | 1 Jahr | Android/Windows/Mac/iOS,€31.92,4.6,,79,DE
"Open Office Spezial-Edition für Windows 11-10-8-7-Vista-XP | PC-Software mit 15.000 Vorlagen, 1.000 Schriften und PDF Handbuc",€10.92,4.4,,80,DE
MAGIX Video deluxe 2025 Premium - Videobearbeitung für alle | Videobearbeitungsprogramm | Videoschnittprogramm | für Windows ,"49,99 €",3.8,226,81,DE
WISO Steuer 2023 (Steuerjahr 2022) | Postzustellung: Steuererklärung 2022 automatisch gemacht (WISO Steuer-Software),"22,25 €",4.6,3025,82,DE
Norton 360 Deluxe 2025 | 5 Geräte | Antivirus | Unlimited Secure VPN & Passwort-Manager | 1 Jahr | PC/Mac/Android/iOS| Aktivi,"23,99 €",4.2,4265,83,DE
Adobe Photoshop Elements 2025 |3-Jahreslizenz | 1 Gerät│1 Benutzer│PC/Mac│ Download,"79,99 €",3.2,33,84,DE
AVG Ultimate 2025 | 10 Geräte | 1 Jahr | Aktivierungscode per Email,"27,60 €",4.1,593,85,DE
tax 2025 Professional (für Steuerjahr 2024) | Digitaler Download,"38,99 €",,,86,DE
"WinOptimizer 27 - 3 USER Lizenz - Tuning für Windows 11 10 7 - unbegrenzte Laufzeit - Sicher, Sauber, Schnell","24,99 €",4.3,106,87,DE
"Microsoft Office 2021 Home und Business | Dauerlizenz | Word, Excel, PowerPoint, Outlook | 1 PC/Mac | Aktivierungscode per E-","239,00 €",4.1,163,88,DE
"NordVPN Basis, 10 Geräte, 1 Jahr, Premium-VPN-Software, Digitaler Code","36,74 €",4.1,920,89,DE
"McAfee Total Protection (1 Gerät) 2025 | 12 Monate| Secure VPN, Sicherheitssoftware mit Virenschutz, Kennwort-Manager, Identi","11,69 €",4.1,516,90,DE
Tax 2024 DVD Box (für Steuerjahr 2023),"13,99 €",4.7,809,91,DE
Norton 360 Deluxe mit extragroßer Backup-Kapazität – Amazon Exklusiv* 50GB zusätzlicher Cloud-Backup Speicher. Antivirus Soft,"32,99 €",4.2,4265,92,DE
"ESET HOME Security Premium 2025 | 3 Geräte | 1 Jahr | inklusive Passwort Manager, Datenverschlüsselung, Browserschutz & Priva","34,90 €",4.6,22,93,DE
"Plan7Architekt Pro 5 - Professionelle 3D CAD Architektur & Hausplaner Software, Grundriss Programm, Raumplaner, Wohnungsplane","149,99 €",4.4,51,94,DE
Kaspersky Plus Internet Security 2025 | 3 Geräte | 1 Jahr | Anti-Phishing und Firewall | Unbegrenzter VPN | Passwort-Manager ,"59,49 €",4.5,2574,95,DE
Bitdefender Total Security 2025 | 10 Geräte | 2 Jahre | PC/Mac/iOS/Android | Code zur Aktivierung per E-Mail | Automatische V,"89,99 €",4.5,110,96,DE
WISO Steuer-Sparbuch 2022 (für Steuerjahr 2021 | PC | Digitaler Download,"26,68 €",4.7,5341,97,DE
"ESET HOME Security Essential 2025 | 5 Geräte | 1 Jahr | inklusive Sicheres Banking & Surfen, Sicheres Heimnetzwerk, Webcam-Sc","42,90 €",4.6,24,98,DE
Bitdefender Total Security 5 Geräte | 1 Jahr | Android/Windows/Mac/iOS | Aktivierungscode per Post,"39,99 €",4.6,467,99,DE
